Llama_ROUGE-1,Llama_ROUGE-2,Llama_ROUGE-L,Llama_BLEU-1,Llama_BLEU-2,Llama_BLEU-3,Llama_BLEU-4,Llama_BLEU,Llama_METEOR,Llama_BERTScore-F1,id
0.6452,0.3721,0.4793,0.4588,0.3176,0.2319,0.1642,0.1642,0.3896,0.4428,270
0.4142,0.1557,0.2604,0.3261,0.1893,0.1168,0.065,0.065,0.2953,0.1891,271
0.3094,0.1232,0.2158,0.125,0.061,0.0348,0.0238,0.0238,0.119,0.0033,272
0.4253,0.2009,0.2534,0.2397,0.1557,0.1098,0.0823,0.0823,0.2158,0.2413,273
0.3636,0.0921,0.1948,0.2316,0.0993,0.0473,0.0184,0.0184,0.258,0.1875,274
0.4919,0.2195,0.3306,0.2337,0.1539,0.105,0.0732,0.0732,0.2655,0.3129,275
0.4744,0.2078,0.359,0.3371,0.1857,0.1059,0.061,0.061,0.3105,0.2871,276
0.4545,0.1579,0.3247,0.3295,0.1846,0.1256,0.0983,0.0983,0.2993,0.2733,277
0.3882,0.1071,0.2235,0.25,0.0974,0.023,0.0112,0.0112,0.1808,0.1205,278
0.3394,0.1091,0.2527,0.1635,0.0862,0.0571,0.0421,0.0421,0.1412,0.0101,279
0.4234,0.237,0.3358,0.253,0.1757,0.1151,0.0661,0.0661,0.365,0.2886,280
0.4859,0.24,0.3616,0.4245,0.2857,0.1956,0.1365,0.1365,0.3378,0.2759,281
0.2778,0.1132,0.1852,0.1739,0.0876,0.0225,0.0115,0.0115,0.2274,0.1737,282
0.4727,0.2577,0.3273,0.3333,0.2327,0.1961,0.1763,0.1763,0.2791,0.2494,283
0.4038,0.1517,0.216,0.2124,0.1,0.0409,0.0147,0.0147,0.2038,0.082,284
0.3876,0.2205,0.3411,0.2267,0.1565,0.1188,0.0914,0.0914,0.3344,0.2439,285
0.4118,0.1786,0.2941,0.314,0.1922,0.1207,0.0678,0.0678,0.2539,0.1729,286
0.3836,0.1806,0.3151,0.2933,0.1889,0.1347,0.1005,0.1005,0.2567,0.222,287
0.4162,0.1538,0.2843,0.2687,0.1561,0.1103,0.0841,0.0841,0.1924,0.1399,288
0.3077,0.1135,0.1958,0.1013,0.0361,0.0119,0.0069,0.0069,0.1593,-0.115,289
0.3652,0.0877,0.1565,0.2343,0.0808,0.0359,0.0135,0.0135,0.1687,0.1784,290
0.4947,0.1383,0.2737,0.3484,0.159,0.0642,0.023,0.023,0.2662,0.2706,291
0.1839,0.1004,0.1609,0.0454,0.0302,0.022,0.0133,0.0133,0.0941,-0.288,292
0.4342,0.1333,0.2368,0.3415,0.1948,0.1238,0.07,0.07,0.3308,0.2123,293
0.1881,0.0379,0.1254,0.0487,0.0105,0.0029,0.0015,0.0015,0.0668,-0.1823,294
0.5417,0.2676,0.4167,0.3766,0.2726,0.2217,0.1853,0.1853,0.4382,0.4377,295
0.4545,0.229,0.3636,0.1743,0.1172,0.0832,0.0668,0.0668,0.2083,0.2922,296
0.3226,0.1176,0.2065,0.2763,0.1357,0.0629,0.0242,0.0242,0.1849,0.1471,297
0.4745,0.2206,0.2993,0.2489,0.159,0.1041,0.071,0.071,0.2227,0.3446,298
0.2923,0.0937,0.2,0.2105,0.1185,0.0829,0.0628,0.0628,0.2254,0.0104,299
0.3588,0.1231,0.2366,0.1767,0.1012,0.0585,0.0375,0.0375,0.1654,0.1501,300
0.3882,0.1548,0.2706,0.2637,0.1326,0.0734,0.0259,0.0259,0.2073,0.2409,301
0.472,0.2138,0.3106,0.3544,0.2132,0.1331,0.0888,0.0888,0.2499,0.23,302
0.4211,0.1681,0.2105,0.2711,0.1595,0.0976,0.0512,0.0512,0.2216,0.1885,303
0.3889,0.1268,0.2778,0.2184,0.1234,0.0813,0.0503,0.0503,0.2703,0.238,304
0.4076,0.2452,0.2675,0.3077,0.219,0.1467,0.0453,0.0453,0.3078,0.1467,305
0.2826,0.1209,0.2065,0.1241,0.0578,0.0312,0.013,0.013,0.1134,-0.0521,306
0.4177,0.1538,0.2911,0.2927,0.159,0.0858,0.0299,0.0299,0.2694,0.2226,307
0.4656,0.1925,0.2751,0.3718,0.2279,0.1653,0.1187,0.1187,0.2961,0.3047,308
0.266,0.1095,0.1182,0.1992,0.1293,0.0948,0.0736,0.0736,0.1942,-0.1029,309
0.361,0.1164,0.2166,0.1201,0.057,0.0281,0.0094,0.0094,0.1372,0.1045,310
0.32,0.1081,0.2267,0.1288,0.0124,0.0057,0.0039,0.0039,0.183,-0.1252,311
0.5079,0.2781,0.4444,0.2961,0.2195,0.1711,0.137,0.137,0.2764,0.0843,312
0.3636,0.1494,0.2386,0.2824,0.1534,0.0947,0.0675,0.0675,0.2393,0.0887,313
0.3732,0.1063,0.1627,0.2201,0.1107,0.0462,0.0169,0.0169,0.1906,0.1355,314
0.2419,0.0325,0.1452,0.0865,0.0178,0.0049,0.0026,0.0026,0.0804,-0.1272,315
0.4125,0.1013,0.225,0.2869,0.1043,0.0241,0.0116,0.0116,0.2048,0.2038,316
0.5503,0.2993,0.4295,0.3908,0.2779,0.2218,0.1849,0.1849,0.4276,0.4617,317
0.4797,0.171,0.2804,0.227,0.1305,0.077,0.0567,0.0567,0.2134,0.25,318
0.2603,0.0556,0.2055,0.125,0.0115,0.0052,0.0035,0.0035,0.142,0.1045,319
0.2292,0.0421,0.1146,0.1088,0.0376,0.0098,0.005,0.005,0.09,-0.172,320
0.4455,0.1284,0.2273,0.3096,0.1271,0.0522,0.0188,0.0188,0.2468,0.3271,321
0.029,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0088,-0.1942,322
0.4633,0.1371,0.2373,0.2911,0.1285,0.0724,0.0458,0.0458,0.3217,0.2673,323
0.3308,0.0916,0.2707,0.1786,0.0803,0.0429,0.0177,0.0177,0.2637,0.1264,324
0.4706,0.2381,0.3765,0.3409,0.2424,0.1601,0.0991,0.0991,0.3182,0.2527,325
0.5051,0.2449,0.404,0.3691,0.2528,0.1864,0.138,0.138,0.3374,0.3872,326
0.3118,0.0996,0.2053,0.1095,0.0655,0.0384,0.0209,0.0209,0.1575,0.1663,327
0.51,0.1616,0.29,0.3795,0.1857,0.1018,0.0323,0.0323,0.248,0.2628,328
0.4286,0.2,0.2747,0.3658,0.231,0.1692,0.1352,0.1352,0.2862,0.2136,329
0.4938,0.2375,0.358,0.3444,0.1866,0.0734,0.026,0.026,0.3263,0.3403,330
0.4221,0.264,0.3518,0.2958,0.2283,0.1867,0.1557,0.1557,0.2949,0.2657,331
0.4085,0.0857,0.2676,0.2987,0.1086,0.0251,0.0121,0.0121,0.2131,0.234,332
0.4825,0.3363,0.4211,0.2845,0.2325,0.1887,0.1559,0.1559,0.3142,0.3578,333
0.406,0.197,0.2932,0.1849,0.1244,0.0978,0.0805,0.0805,0.1821,0.1763,334
0.4593,0.2105,0.3407,0.275,0.177,0.1262,0.1011,0.1011,0.3644,0.3189,335
0.4121,0.1718,0.2424,0.3291,0.1837,0.1206,0.0824,0.0824,0.3194,0.3154,336
0.3056,0.0704,0.1944,0.2025,0.0883,0.0466,0.0191,0.0191,0.207,0.0626,337
0.4523,0.1624,0.2814,0.3356,0.1949,0.1219,0.0769,0.0769,0.2688,0.2821,338
0.3799,0.0904,0.2123,0.2872,0.1156,0.025,0.0117,0.0117,0.1672,0.0984,339
0.3977,0.1538,0.2105,0.283,0.1558,0.0616,0.0218,0.0218,0.3362,0.2844,340
0.56,0.3931,0.4686,0.4805,0.3851,0.3398,0.3088,0.3088,0.4162,0.3634,341
0.314,0.1008,0.2149,0.2025,0.0883,0.0466,0.0191,0.0191,0.2701,0.314,342
0.2912,0.0849,0.1762,0.1348,0.0698,0.0271,0.0095,0.0095,0.1334,0.0411,343
0.4224,0.1635,0.2484,0.35,0.163,0.0698,0.0258,0.0258,0.226,0.2405,344
0.3482,0.1622,0.2143,0.195,0.1251,0.0882,0.0646,0.0646,0.1924,0.1599,345
0.5223,0.2065,0.2803,0.4189,0.2143,0.1366,0.0774,0.0774,0.3171,0.3484,346
0.4273,0.1743,0.3,0.1557,0.0784,0.0328,0.012,0.012,0.1482,0.2439,347
0.4307,0.1912,0.2555,0.1454,0.0863,0.0459,0.0133,0.0133,0.1833,0.2603,348
0.3451,0.0714,0.1947,0.2523,0.1082,0.0715,0.0543,0.0543,0.1726,-0.0016,349
0.464,0.3252,0.4,0.2674,0.2172,0.1889,0.1644,0.1644,0.5456,0.373,350
0.3062,0.1159,0.1818,0.1399,0.0704,0.0153,0.0071,0.0071,0.117,0.0872,351
0.4538,0.2326,0.3231,0.2939,0.1934,0.1439,0.1165,0.1165,0.2935,0.3117,352
0.5455,0.3478,0.4115,0.4159,0.3178,0.2591,0.212,0.212,0.418,0.4025,353
0.4524,0.2169,0.3214,0.341,0.2339,0.1832,0.1528,0.1528,0.3046,0.248,354
0.4255,0.2232,0.3319,0.2535,0.169,0.1295,0.1028,0.1028,0.235,0.0134,355
0.3488,0.0941,0.1395,0.2191,0.0854,0.0201,0.0098,0.0098,0.1599,0.0074,356
0.3553,0.12,0.1974,0.275,0.1669,0.0894,0.031,0.031,0.2495,0.0767,357
0.4041,0.2759,0.3425,0.1434,0.1189,0.1026,0.0911,0.0911,0.2529,0.2667,358
0.5176,0.2143,0.3882,0.4146,0.2478,0.1566,0.1099,0.1099,0.2789,0.4485,359
0.4094,0.144,0.2992,0.2209,0.1249,0.0823,0.0509,0.0509,0.3033,0.3238,360
0.3117,0.1373,0.2078,0.056,0.0326,0.015,0.0048,0.0048,0.1361,0.0586,361
0.2373,0.0229,0.1243,0.2088,0.0482,0.0138,0.0074,0.0074,0.1134,0.0469,362
0.3825,0.1436,0.2404,0.302,0.1693,0.107,0.0604,0.0604,0.2368,0.0962,363
0.2703,0.055,0.1441,0.15,0.0616,0.0365,0.0159,0.0159,0.2813,0.2174,364
0.4622,0.278,0.2933,0.2741,0.2041,0.1712,0.1477,0.1477,0.3023,0.2643,365
0.2804,0.066,0.1495,0.1596,0.0685,0.0327,0.0127,0.0127,0.1528,0.0613,366
0.4046,0.1871,0.3006,0.2908,0.169,0.1238,0.0961,0.0961,0.2263,0.1834,367
0.4122,0.124,0.2748,0.1951,0.0694,0.0392,0.0166,0.0166,0.1919,0.264,368
0.4436,0.2955,0.3534,0.1677,0.1364,0.1146,0.0991,0.0991,0.26,0.3163,369
0.3744,0.1692,0.2956,0.2471,0.1328,0.0683,0.0232,0.0232,0.183,0.2209,370
0.5574,0.2652,0.3279,0.483,0.3192,0.2092,0.133,0.133,0.3817,0.2884,371
0.497,0.1472,0.2909,0.3735,0.1786,0.0733,0.0265,0.0265,0.2841,0.3833,372
0.5634,0.3429,0.4366,0.3827,0.3015,0.233,0.1766,0.1766,0.4958,0.3963,373
0.1008,0.0171,0.084,0.0435,0.0069,0.0038,0.0028,0.0028,0.0862,0.0155,374
0.5795,0.2644,0.3523,0.5116,0.3555,0.2549,0.1933,0.1933,0.4215,0.3798,375
0.53,0.2222,0.31,0.3668,0.221,0.1413,0.0861,0.0861,0.3074,0.1637,376
0.354,0.1441,0.3009,0.1605,0.0633,0.0172,0.009,0.009,0.2434,0.3733,377
0.2293,0.0774,0.1529,0.1543,0.0862,0.0566,0.0387,0.0387,0.1213,-0.0688,378
0.2573,0.0592,0.1871,0.1996,0.0844,0.0441,0.018,0.018,0.1382,-0.052,379
0.3556,0.0902,0.2519,0.1954,0.0953,0.0475,0.0189,0.0189,0.2411,0.1491,380
0.4402,0.2126,0.2679,0.3259,0.2115,0.1606,0.1327,0.1327,0.2829,0.1806,381
0.4359,0.1558,0.2308,0.2857,0.126,0.0563,0.0212,0.0212,0.2944,0.2863,382
0.4051,0.1191,0.2616,0.2858,0.1173,0.0212,0.0091,0.0091,0.1848,0.2764,383
0.5304,0.2682,0.3757,0.4,0.2682,0.2079,0.1746,0.1746,0.315,0.4111,384
0.3115,0.1167,0.2295,0.1692,0.0891,0.0501,0.0212,0.0212,0.1819,-0.0411,385
0.3056,0.1127,0.1944,0.1566,0.0618,0.0168,0.0088,0.0088,0.2357,0.0794,386
0.3333,0.125,0.2716,0.241,0.1328,0.0602,0.0228,0.0228,0.2141,0.1389,387
0.3308,0.1069,0.2256,0.2179,0.0532,0.0155,0.0084,0.0084,0.1846,0.0693,388
0.271,0.0784,0.1677,0.2262,0.1279,0.0271,0.0125,0.0125,0.1667,0.1004,389
0.3464,0.1053,0.2092,0.1095,0.0558,0.0355,0.0226,0.0226,0.1633,0.1671,390
0.3459,0.1311,0.2054,0.2614,0.145,0.0902,0.0305,0.0305,0.2553,0.1523,391
0.4198,0.1494,0.2551,0.2134,0.1059,0.0692,0.0493,0.0493,0.2041,0.3145,392
0.4129,0.1307,0.271,0.3171,0.1399,0.029,0.0133,0.0133,0.2457,0.1884,393
0.3043,0.0789,0.1913,0.1277,0.0445,0.0218,0.0086,0.0086,0.0937,0.1163,394
0.381,0.1223,0.2078,0.2362,0.1013,0.0532,0.0183,0.0183,0.1812,0.0818,395
0.3851,0.1761,0.236,0.2791,0.1719,0.1018,0.0336,0.0336,0.2713,0.2537,396
0.3655,0.1128,0.1827,0.199,0.1001,0.044,0.0165,0.0165,0.1708,0.1472,397
0.4286,0.1449,0.2857,0.3059,0.1478,0.0807,0.0283,0.0283,0.3232,0.2445,398
0.3014,0.125,0.2192,0.1778,0.0894,0.0566,0.0214,0.0214,0.1601,0.112,399
0.3284,0.1407,0.2388,0.2573,0.1622,0.1074,0.0697,0.0697,0.2291,-0.0428,400
0.4671,0.1697,0.2754,0.3474,0.1922,0.106,0.0337,0.0337,0.3118,0.2922,401
0.2267,0.0405,0.1333,0.1333,0.0424,0.0135,0.0077,0.0077,0.1399,-0.1659,402
0.1831,0.0286,0.0986,0.131,0.0562,0.0338,0.0148,0.0148,0.1382,0.0025,403
0.2241,0.087,0.1724,0.1022,0.0564,0.0322,0.0205,0.0205,0.1129,-0.0588,404
0.2222,0.0174,0.1368,0.1084,0.0115,0.0055,0.0038,0.0038,0.1217,-0.131,405
0.2174,0.022,0.1304,0.1875,0.0647,0.0168,0.0086,0.0086,0.1067,-0.1891,406
0.2875,0.0886,0.15,0.2184,0.1234,0.0262,0.0121,0.0121,0.1502,0.1497,407
0.303,0.1135,0.1991,0.1013,0.0521,0.0231,0.0087,0.0087,0.1272,0.1245,408
0.495,0.21,0.3069,0.3598,0.2226,0.135,0.0706,0.0706,0.2297,0.2432,409
0.4194,0.1475,0.2903,0.2093,0.111,0.0664,0.0434,0.0434,0.3938,0.1344,410
0.561,0.3457,0.4634,0.407,0.3171,0.2559,0.212,0.212,0.3642,0.4133,411
0.5646,0.2512,0.3636,0.4459,0.2588,0.1719,0.1182,0.1182,0.3875,0.3359,412
0.3108,0.1644,0.2432,0.2073,0.1339,0.1038,0.0808,0.0808,0.2027,0.1167,413
0.4886,0.2184,0.3409,0.331,0.2108,0.1522,0.1193,0.1193,0.2492,0.3008,414
0.4552,0.1818,0.3448,0.3205,0.1825,0.0957,0.0329,0.0329,0.3441,0.3017,415
0.338,0.1348,0.2183,0.1227,0.0801,0.053,0.035,0.035,0.1656,0.2008,416
0.4524,0.184,0.2857,0.2585,0.1653,0.1156,0.0837,0.0837,0.227,0.2715,417
0.1985,0.0519,0.1103,0.0176,0.0059,0.0019,0.0011,0.0011,0.0422,-0.164,418
0.4444,0.191,0.2778,0.3368,0.236,0.1599,0.0965,0.0965,0.3156,0.3301,419
0.4945,0.1889,0.3187,0.4062,0.2358,0.1606,0.1221,0.1221,0.3377,0.2208,420
0.4975,0.1949,0.3249,0.336,0.1922,0.0908,0.0296,0.0296,0.2592,0.224,421
0.4604,0.2482,0.2878,0.2771,0.1838,0.1358,0.1058,0.1058,0.4363,0.2675,422
0.4045,0.1364,0.2809,0.2869,0.1667,0.1148,0.0841,0.0841,0.2378,0.1759,423
0.3771,0.1618,0.2743,0.2329,0.1353,0.0747,0.0263,0.0263,0.1683,0.1602,424
0.4098,0.1167,0.2131,0.1951,0.0694,0.0392,0.0166,0.0166,0.3072,0.3012,425
0.4354,0.1931,0.3401,0.3247,0.1961,0.127,0.0726,0.0726,0.3057,0.3556,426
0.2051,0.0725,0.1333,0.1341,0.0604,0.015,0.0075,0.0075,0.1043,-0.0673,427
0.3904,0.249,0.3028,0.2493,0.1894,0.1515,0.1208,0.1208,0.2322,0.1536,428
0.5,0.2289,0.3929,0.327,0.2284,0.1657,0.1035,0.1035,0.3005,0.3291,429
0.2034,0.0,0.1186,0.1571,0.0151,0.0069,0.0047,0.0047,0.1463,-0.1409,430
0.3662,0.1714,0.2113,0.2143,0.1136,0.068,0.025,0.025,0.24,0.2119,431
0.2941,0.1343,0.2059,0.1714,0.1319,0.1086,0.0935,0.0935,0.1128,-0.0272,432
0.2483,0.0559,0.1931,0.186,0.0936,0.0471,0.0188,0.0188,0.2077,0.132,433
0.1481,0.0672,0.1111,0.0283,0.0158,0.0082,0.0034,0.0034,0.0459,-0.2042,434
0.2295,0.15,0.2131,0.1158,0.086,0.062,0.0477,0.0477,0.3579,0.1612,435
0.2338,0.1053,0.1818,0.1725,0.118,0.0913,0.0678,0.0678,0.1459,-0.0816,436
0.2414,0.1053,0.1207,0.1222,0.0524,0.0146,0.0077,0.0077,0.2863,0.2675,437
0.3158,0.1069,0.2105,0.2273,0.1024,0.0254,0.0127,0.0127,0.1714,-0.0131,438
0.4972,0.1829,0.2712,0.3837,0.2327,0.1477,0.0444,0.0444,0.3139,0.4002,439
0.381,0.1346,0.2,0.2843,0.1768,0.1023,0.0656,0.0656,0.1733,0.1296,440
0.4204,0.129,0.293,0.275,0.1022,0.0237,0.0115,0.0115,0.2235,0.2312,441
0.3143,0.0725,0.1857,0.1795,0.0683,0.0183,0.0095,0.0095,0.149,0.1449,442
0.1698,0.0192,0.1509,0.0769,0.0316,0.011,0.0065,0.0065,0.1796,-0.0283,443
0.381,0.1154,0.2286,0.235,0.1183,0.0472,0.0168,0.0168,0.1794,0.1006,444
0.3226,0.1176,0.2323,0.2235,0.1153,0.0543,0.021,0.021,0.2304,0.1208,445
0.3504,0.1481,0.2628,0.2532,0.1395,0.0912,0.0562,0.0562,0.3261,0.0987,446
0.3333,0.06,0.2353,0.2029,0.0773,0.0207,0.0108,0.0108,0.2626,-0.0035,447
0.4615,0.2036,0.2959,0.3373,0.1814,0.1068,0.0351,0.0351,0.2455,0.311,448
0.5287,0.2326,0.3908,0.3377,0.1178,0.0578,0.0228,0.0228,0.2304,0.2449,449
0.3094,0.067,0.1657,0.1993,0.0668,0.0172,0.0087,0.0087,0.1481,0.0626,450
0.5974,0.3421,0.4545,0.4744,0.3421,0.2568,0.1833,0.1833,0.4228,0.4725,451
0.5137,0.1768,0.3169,0.3931,0.1951,0.094,0.0309,0.0309,0.3019,0.3883,452
0.4523,0.2843,0.3618,0.3219,0.2498,0.2115,0.1826,0.1826,0.2347,0.2586,453
0.3028,0.0278,0.1651,0.2361,0.0764,0.0365,0.0142,0.0142,0.1389,-0.05,454
0.4144,0.1909,0.2432,0.2248,0.1288,0.0853,0.0529,0.0529,0.1948,0.2283,455
0.4488,0.1478,0.3024,0.2533,0.1255,0.0628,0.0375,0.0375,0.2029,0.2926,456
0.341,0.1488,0.2396,0.1996,0.1114,0.0731,0.05,0.05,0.1899,0.101,457
0.2389,0.0536,0.1593,0.155,0.0481,0.012,0.006,0.006,0.1079,-0.0156,458
0.5409,0.2293,0.3774,0.369,0.2,0.1346,0.0975,0.0975,0.349,0.4219,459
0.4066,0.1757,0.332,0.1888,0.1154,0.0816,0.0539,0.0539,0.2113,0.2161,460
0.5743,0.33,0.4158,0.3326,0.2368,0.1801,0.1411,0.1411,0.3121,0.3484,461
0.4819,0.2073,0.3494,0.3371,0.2316,0.1546,0.1066,0.1066,0.3303,0.2998,462
0.4099,0.1635,0.2236,0.2778,0.158,0.0657,0.0239,0.0239,0.2919,0.2245,463
0.377,0.1333,0.2459,0.3014,0.1712,0.0938,0.033,0.033,0.3717,0.3591,464
0.453,0.1788,0.232,0.3556,0.1788,0.0713,0.0254,0.0254,0.255,0.1402,465
0.4688,0.1905,0.3125,0.3099,0.163,0.0727,0.0274,0.0274,0.3173,0.2743,466
0.4062,0.1111,0.2812,0.2899,0.1306,0.0798,0.0296,0.0296,0.3027,0.2415,467
0.375,0.1266,0.25,0.1951,0.0491,0.0144,0.0079,0.0079,0.201,0.1222,468
0.5526,0.24,0.25,0.3667,0.2314,0.154,0.1204,0.1204,0.4216,0.2641,469
0.3347,0.1941,0.2678,0.115,0.0786,0.052,0.0337,0.0337,0.1522,-0.0736,470
0.3721,0.1176,0.2442,0.2979,0.179,0.1117,0.0625,0.0625,0.2384,0.2353,471
0.4348,0.1887,0.3354,0.2761,0.164,0.0873,0.0538,0.0538,0.2418,0.2038,472
0.5287,0.2558,0.4023,0.4585,0.2955,0.1739,0.0895,0.0895,0.3335,0.4301,473
0.4551,0.1939,0.3234,0.3678,0.2068,0.1263,0.0832,0.0832,0.3458,0.3602,474
0.459,0.1657,0.3169,0.3346,0.1352,0.074,0.0461,0.0461,0.2234,0.2147,475
0.466,0.1765,0.2718,0.3599,0.2141,0.119,0.0354,0.0354,0.2687,0.2824,476
0.4747,0.2041,0.3333,0.3458,0.2037,0.1189,0.0644,0.0644,0.2757,0.2313,477
0.2754,0.0588,0.1449,0.1481,0.0136,0.0062,0.0042,0.0042,0.1245,0.0938,478
0.3333,0.1127,0.2083,0.2184,0.1127,0.0669,0.0434,0.0434,0.2516,0.2039,479
0.2995,0.0488,0.1836,0.1449,0.0286,0.0078,0.0041,0.0041,0.1392,-0.0018,480
0.5876,0.3314,0.3842,0.4416,0.3261,0.2231,0.1271,0.1271,0.3535,0.3822,481
0.3857,0.1739,0.2714,0.2471,0.1435,0.0906,0.0549,0.0549,0.3218,0.2876,482
0.6029,0.3731,0.5,0.5139,0.399,0.317,0.2465,0.2465,0.4751,0.3486,483
0.4048,0.0964,0.2143,0.253,0.0786,0.0197,0.0099,0.0099,0.2238,0.2093,484
0.3186,0.1081,0.1947,0.1585,0.0626,0.017,0.0089,0.0089,0.2951,0.1474,485
0.2258,0.0984,0.1935,0.1059,0.071,0.0393,0.0165,0.0165,0.1547,-0.1313,486
0.4516,0.1739,0.3118,0.3258,0.1721,0.1007,0.0587,0.0587,0.248,0.3164,487
0.2203,0.0862,0.1695,0.1196,0.0513,0.0308,0.0135,0.0135,0.2941,0.0925,488
0.4521,0.0833,0.2329,0.3099,0.0665,0.0186,0.0099,0.0099,0.2003,0.2478,489
0.4222,0.2135,0.3333,0.3011,0.1982,0.1446,0.1002,0.1002,0.2995,0.2329,490
0.2344,0.059,0.1172,0.0903,0.0344,0.0158,0.006,0.006,0.0915,-0.0391,491
0.2936,0.1495,0.2569,0.1507,0.0792,0.0207,0.0106,0.0106,0.1603,0.2105,492
0.5029,0.2197,0.4,0.3517,0.2286,0.1613,0.1209,0.1209,0.3362,0.3482,493
0.3922,0.2252,0.3399,0.3095,0.2285,0.1646,0.1218,0.1218,0.363,0.2771,494
0.4268,0.1111,0.2317,0.3034,0.1467,0.0637,0.0237,0.0237,0.2059,0.1658,495
0.4029,0.1304,0.1799,0.1839,0.0966,0.0493,0.0151,0.0151,0.1777,0.1637,496
0.2603,0.1111,0.2329,0.1288,0.0783,0.0529,0.0367,0.0367,0.118,-0.1897,497
0.4261,0.1754,0.313,0.2106,0.1311,0.0915,0.0666,0.0666,0.2259,0.1491,498
0.3536,0.0894,0.2099,0.299,0.1418,0.077,0.0269,0.0269,0.202,0.1293,499
0.4341,0.1417,0.2791,0.2778,0.1399,0.0824,0.03,0.03,0.3457,0.2755,500
0.506,0.2195,0.3373,0.4,0.2488,0.1814,0.1446,0.1446,0.3738,0.3736,501
0.6154,0.3627,0.5026,0.4636,0.3427,0.2767,0.2351,0.2351,0.447,0.4919,502
0.361,0.1084,0.2049,0.2212,0.1094,0.0211,0.0093,0.0093,0.1986,0.1991,503
0.3226,0.0976,0.1935,0.1698,0.0921,0.0457,0.0153,0.0153,0.1515,-0.0876,504
0.3311,0.0537,0.1854,0.2208,0.0539,0.0157,0.0085,0.0085,0.1606,0.0526,505
0.2549,0.08,0.1176,0.1039,0.0523,0.0154,0.0084,0.0084,0.2905,0.2784,506
0.35,0.1772,0.25,0.2932,0.1888,0.125,0.0859,0.0859,0.2352,0.0084,507
0.41,0.211,0.2845,0.1959,0.1377,0.1037,0.076,0.076,0.2266,0.2717,508
0.1417,0.0,0.1102,0.0795,0.0096,0.0047,0.0033,0.0033,0.1226,-0.0466,509
0.3111,0.0902,0.1926,0.1951,0.0982,0.0229,0.0111,0.0111,0.2086,0.121,510
0.3485,0.1692,0.2576,0.25,0.1932,0.1582,0.1321,0.1321,0.269,0.2042,511
0.528,0.3468,0.432,0.224,0.1594,0.1087,0.0774,0.0774,0.2386,0.3204,512
0.4082,0.1103,0.1905,0.2857,0.1371,0.063,0.0241,0.0241,0.2242,0.2208,513
0.5369,0.2041,0.3624,0.3373,0.2028,0.1364,0.1062,0.1062,0.3119,0.4715,514
0.4198,0.2375,0.2963,0.2241,0.1631,0.1339,0.1101,0.1101,0.2113,0.0488,515
0.6108,0.3636,0.479,0.4656,0.3316,0.2157,0.1366,0.1366,0.4207,0.5115,516
0.3698,0.1445,0.3019,0.1276,0.0741,0.0464,0.0324,0.0324,0.1645,0.2297,517
0.6228,0.3152,0.4431,0.4792,0.3255,0.2447,0.194,0.194,0.5625,0.4965,518
0.3086,0.0925,0.2171,0.2239,0.0873,0.0559,0.0378,0.0378,0.1729,0.0762,519
0.3444,0.1124,0.2,0.3261,0.1893,0.0736,0.0259,0.0259,0.2261,0.1263,520
0.2323,0.0816,0.1616,0.0849,0.0411,0.0283,0.0198,0.0198,0.0794,-0.0814,521
0.4808,0.233,0.3365,0.4036,0.2551,0.1709,0.1179,0.1179,0.3189,0.4163,522
0.368,0.1301,0.272,0.2436,0.1258,0.0747,0.0485,0.0485,0.2981,0.2942,523
0.2484,0.0377,0.1615,0.1923,0.0158,0.0069,0.0046,0.0046,0.113,-0.0703,524
0.4194,0.1087,0.2258,0.2966,0.1441,0.0595,0.0216,0.0216,0.2521,0.1774,525
0.3534,0.1566,0.2756,0.1223,0.0828,0.0643,0.0533,0.0533,0.1685,0.1465,526
0.4074,0.1625,0.2593,0.3206,0.179,0.0933,0.0319,0.0319,0.2669,0.1591,527
0.5126,0.2843,0.3618,0.3756,0.2419,0.1731,0.1116,0.1116,0.2868,0.1705,528
0.2662,0.092,0.1673,0.0869,0.0485,0.0201,0.0073,0.0073,0.0932,-0.0541,529
0.3536,0.0782,0.221,0.3103,0.1201,0.0554,0.0212,0.0212,0.1736,0.1172,530
0.3396,0.1146,0.2516,0.2289,0.0915,0.0218,0.0107,0.0107,0.1877,0.1865,531
0.4052,0.1722,0.2614,0.3,0.1849,0.1206,0.0821,0.0821,0.3368,0.2324,532
0.4831,0.1705,0.3034,0.3632,0.2329,0.1467,0.0781,0.0781,0.3271,0.2682,533
0.4048,0.1807,0.3214,0.2842,0.1824,0.129,0.0915,0.0915,0.3373,0.2465,534
0.3205,0.0779,0.1923,0.2027,0.0745,0.0198,0.0102,0.0102,0.1408,0.0857,535
0.2817,0.0429,0.2394,0.2073,0.0715,0.0186,0.0095,0.0095,0.1692,0.1755,536
0.4835,0.2804,0.293,0.2166,0.1583,0.1136,0.0865,0.0865,0.2395,0.287,537
0.4183,0.1686,0.2357,0.1905,0.1163,0.0652,0.0195,0.0195,0.1843,0.1642,538
0.3171,0.1728,0.2561,0.1273,0.0909,0.0673,0.0512,0.0512,0.1417,0.1353,539
0.3444,0.1342,0.1854,0.2763,0.1487,0.0842,0.0301,0.0301,0.2256,0.0651,540
0.1121,0.0381,0.0935,0.0714,0.0322,0.0115,0.0069,0.0069,0.0881,-0.2157,541
