LlaDA_ROUGE-1,LlaDA_ROUGE-2,LlaDA_ROUGE-L,LlaDA_BLEU-1,LlaDA_BLEU-2,LlaDA_BLEU-3,LlaDA_BLEU-4,LlaDA_BLEU,LlaDA_METEOR,LlaDA_BERTScore-F1,id
0.3636,0.0982,0.2061,0.2605,0.1094,0.0241,0.0113,0.0113,0.1871,0.079,268
0.3357,0.1408,0.2308,0.0975,0.0621,0.0404,0.0118,0.0118,0.1367,0.1834,269
0.6038,0.3905,0.4245,0.403,0.2895,0.2215,0.1727,0.1727,0.3393,0.4536,270
0.4852,0.1796,0.3669,0.3371,0.1957,0.1097,0.0352,0.0352,0.3177,0.3955,271
0.3212,0.1029,0.2117,0.0889,0.0392,0.0081,0.0037,0.0037,0.1121,0.0452,272
0.4444,0.2152,0.3556,0.2818,0.1907,0.1401,0.1035,0.1035,0.2927,0.2903,273
0.4129,0.1961,0.3226,0.2447,0.1622,0.1197,0.0932,0.0932,0.2704,0.2512,274
0.5161,0.2602,0.3871,0.2357,0.1608,0.1233,0.1002,0.1002,0.2938,0.2338,275
0.559,0.239,0.3975,0.3936,0.2254,0.1403,0.0742,0.0742,0.4251,0.3551,276
0.5298,0.2148,0.4238,0.3855,0.2375,0.1696,0.125,0.125,0.3856,0.3416,277
0.3933,0.1023,0.2022,0.2619,0.0794,0.0197,0.0099,0.0099,0.1679,0.1132,278
0.4745,0.2206,0.3139,0.214,0.1387,0.0894,0.0622,0.0622,0.2455,0.2841,279
0.4604,0.2482,0.3453,0.2588,0.1841,0.1178,0.0668,0.0668,0.3926,0.36,280
0.4481,0.232,0.3934,0.3355,0.2387,0.1484,0.0785,0.0785,0.2336,0.287,281
0.2655,0.1081,0.2301,0.1486,0.0638,0.0178,0.0094,0.0094,0.1807,0.1536,282
0.5,0.2118,0.314,0.3095,0.1616,0.086,0.0298,0.0298,0.2774,0.3487,283
0.463,0.1963,0.3241,0.2655,0.1482,0.085,0.0457,0.0457,0.2338,0.2269,284
0.3429,0.1594,0.3,0.2381,0.1515,0.0943,0.0567,0.0567,0.264,0.2956,285
0.4606,0.1718,0.2788,0.3375,0.1849,0.1095,0.0643,0.0643,0.2961,0.2314,286
0.4706,0.2119,0.3529,0.3253,0.1992,0.1251,0.0926,0.0926,0.3705,0.2334,287
0.4322,0.1421,0.2714,0.2309,0.1116,0.0828,0.0677,0.0677,0.2149,0.1003,288
0.3976,0.1707,0.3133,0.3165,0.1685,0.1034,0.0735,0.0735,0.215,0.2675,289
0.3571,0.1171,0.2321,0.1966,0.0723,0.0152,0.007,0.007,0.1387,0.2162,290
0.5775,0.2054,0.3957,0.4385,0.2231,0.1277,0.0385,0.0385,0.3286,0.4157,291
0.4251,0.1684,0.2718,0.1598,0.0795,0.0451,0.0287,0.0287,0.1888,0.058,292
0.4204,0.1548,0.293,0.3218,0.1835,0.1059,0.0729,0.0729,0.2798,0.1873,293
0.2476,0.0703,0.1524,0.0656,0.0212,0.0047,0.0022,0.0022,0.0959,-0.0533,294
0.5714,0.3188,0.4714,0.4444,0.3165,0.2344,0.1829,0.1829,0.488,0.4614,295
0.4211,0.1894,0.3233,0.1752,0.1096,0.0665,0.0437,0.0437,0.215,0.2877,296
0.4121,0.135,0.2182,0.3103,0.1589,0.0667,0.0244,0.0244,0.2484,0.1742,297
0.4626,0.1864,0.2776,0.2583,0.1472,0.0894,0.0565,0.0565,0.213,0.2932,298
0.3053,0.124,0.1985,0.1585,0.0989,0.0625,0.0419,0.0419,0.2074,0.0362,299
0.4919,0.2764,0.379,0.1686,0.1173,0.0842,0.0639,0.0639,0.2268,0.4028,300
0.4509,0.1754,0.3468,0.3226,0.1675,0.0974,0.0566,0.0566,0.3087,0.2973,301
0.4458,0.1829,0.3253,0.3529,0.1945,0.1221,0.0817,0.0817,0.2842,0.1856,302
0.3933,0.135,0.2176,0.2909,0.1554,0.0717,0.0231,0.0231,0.1849,0.1584,303
0.3553,0.04,0.1842,0.1771,0.0611,0.0158,0.0081,0.0081,0.2659,0.2347,304
0.2759,0.0839,0.2207,0.2,0.0538,0.0162,0.0089,0.0089,0.154,0.1122,305
0.3452,0.1744,0.2944,0.2389,0.1563,0.1225,0.1052,0.1052,0.2095,0.1,306
0.494,0.1707,0.2771,0.3483,0.1779,0.103,0.0336,0.0336,0.3467,0.2594,307
0.5482,0.2769,0.3858,0.4433,0.2962,0.2026,0.1371,0.1371,0.385,0.3753,308
0.4528,0.2,0.2736,0.3261,0.1965,0.1322,0.0946,0.0946,0.2446,0.2246,309
0.3643,0.1423,0.2528,0.1055,0.0572,0.0335,0.0182,0.0182,0.1511,0.0924,310
0.3867,0.1564,0.2652,0.2644,0.1568,0.0954,0.0567,0.0567,0.1611,0.0971,311
0.5149,0.21,0.3564,0.32,0.1809,0.1042,0.0561,0.0561,0.2642,0.2328,312
0.3536,0.0447,0.2099,0.2717,0.0546,0.0149,0.0078,0.0078,0.1747,0.0692,313
0.2312,0.0406,0.1407,0.1128,0.0402,0.0105,0.0054,0.0054,0.0796,-0.1018,314
0.2927,0.1066,0.2114,0.0989,0.0498,0.0262,0.0161,0.0161,0.1269,0.0574,315
0.3975,0.0755,0.1988,0.336,0.1456,0.0816,0.029,0.029,0.1948,0.1297,316
0.4133,0.1892,0.3333,0.2584,0.1714,0.1191,0.0666,0.0666,0.2199,0.3132,317
0.3866,0.1573,0.2677,0.1921,0.1165,0.0751,0.049,0.049,0.1983,0.1495,318
0.3,0.087,0.2286,0.1778,0.0447,0.0131,0.0071,0.0071,0.1996,0.1331,319
0.3774,0.0762,0.2075,0.19,0.0626,0.014,0.0066,0.0066,0.1584,0.0655,320
0.4739,0.134,0.2749,0.2844,0.0981,0.0435,0.0164,0.0164,0.2334,0.2607,321
0.3024,0.1084,0.1756,0.1856,0.0999,0.0589,0.041,0.041,0.1589,0.038,322
0.4,0.131,0.2353,0.2323,0.1021,0.0619,0.0406,0.0406,0.2059,0.11,323
0.3286,0.1159,0.2286,0.1868,0.1019,0.0489,0.0191,0.0191,0.2836,0.2412,324
0.5311,0.2857,0.3729,0.3878,0.2682,0.1817,0.1173,0.1173,0.434,0.3814,325
0.4638,0.1659,0.2609,0.3666,0.2019,0.1318,0.0898,0.0898,0.265,0.2373,326
0.2932,0.0606,0.1805,0.095,0.0361,0.0077,0.0036,0.0036,0.084,0.1133,327
0.5222,0.1692,0.2956,0.4,0.1907,0.0719,0.0249,0.0249,0.2521,0.2593,328
0.3548,0.1087,0.2473,0.2666,0.1341,0.0742,0.0466,0.0466,0.2008,0.159,329
0.491,0.2061,0.3114,0.3333,0.1965,0.118,0.0771,0.0771,0.331,0.3832,330
0.3959,0.2154,0.3249,0.2457,0.1656,0.1241,0.1003,0.1003,0.25,0.2437,331
0.4138,0.0699,0.2621,0.275,0.0834,0.0207,0.0104,0.0104,0.2374,0.2261,332
0.4435,0.2368,0.3565,0.2608,0.1765,0.1166,0.0845,0.0845,0.2555,0.2633,333
0.3798,0.2109,0.2946,0.1498,0.1054,0.0802,0.0641,0.0641,0.1916,0.1195,334
0.4559,0.1493,0.3235,0.2892,0.1328,0.0868,0.0636,0.0636,0.3301,0.3909,335
0.3462,0.1558,0.2564,0.2463,0.1437,0.1081,0.0892,0.0892,0.2044,0.0446,336
0.2568,0.0274,0.1351,0.1585,0.014,0.0063,0.0042,0.0042,0.1176,0.0323,337
0.51,0.202,0.34,0.3567,0.2177,0.1539,0.1207,0.1207,0.2835,0.3344,338
0.3503,0.0686,0.2034,0.2297,0.0517,0.0146,0.0078,0.0078,0.1499,0.1387,339
0.3758,0.2086,0.2182,0.2673,0.1864,0.1349,0.1058,0.1058,0.2978,0.309,340
0.5424,0.32,0.4068,0.4454,0.317,0.2439,0.1997,0.1997,0.3465,0.4367,341
0.3577,0.1488,0.2439,0.1905,0.1071,0.0749,0.0477,0.0477,0.345,0.3147,342
0.3561,0.145,0.2424,0.167,0.0982,0.0713,0.0551,0.0551,0.195,0.1408,343
0.4072,0.1091,0.2754,0.2791,0.1146,0.0539,0.0208,0.0208,0.2218,0.259,344
0.4833,0.1765,0.2917,0.335,0.1984,0.1112,0.0558,0.0558,0.2744,0.286,345
0.4903,0.183,0.2839,0.3649,0.1581,0.0885,0.0559,0.0559,0.2781,0.3087,346
0.3948,0.1385,0.2575,0.2344,0.1243,0.0801,0.0513,0.0513,0.2576,0.258,347
0.4296,0.1418,0.2535,0.1666,0.0838,0.0368,0.0116,0.0116,0.1813,0.2039,348
0.2343,0.0759,0.1423,0.1672,0.082,0.0478,0.0173,0.0173,0.0982,0.0226,349
0.4444,0.3226,0.3968,0.2472,0.2053,0.1798,0.157,0.157,0.5235,0.3857,350
0.3946,0.0633,0.2152,0.2351,0.0134,0.0052,0.0032,0.0032,0.1535,0.1448,351
0.4567,0.1984,0.3465,0.2614,0.1413,0.078,0.0541,0.0541,0.2713,0.2984,352
0.4299,0.2642,0.2991,0.3257,0.2373,0.1998,0.1752,0.1752,0.2791,0.1814,353
0.3277,0.1257,0.226,0.2644,0.1358,0.0601,0.0225,0.0225,0.1998,0.1343,354
0.4726,0.2043,0.346,0.2474,0.1472,0.0987,0.0656,0.0656,0.2434,0.1958,355
0.4891,0.2198,0.3261,0.3623,0.2287,0.1742,0.1317,0.1317,0.3355,0.3046,356
0.4331,0.129,0.2166,0.3023,0.1461,0.0913,0.055,0.055,0.2788,0.1846,357
0.0996,0.0645,0.0925,0.0184,0.0124,0.0087,0.0061,0.0061,0.0471,-0.4582,358
0.619,0.3012,0.4762,0.4994,0.351,0.2402,0.1872,0.1872,0.3899,0.5104,359
0.3966,0.1579,0.2931,0.2162,0.1333,0.0996,0.0726,0.0726,0.2742,0.3077,360
0.3087,0.11,0.2058,0.0649,0.0357,0.019,0.006,0.006,0.1358,0.1241,361
0.2135,0.0114,0.1236,0.1848,0.0142,0.0061,0.004,0.004,0.1073,0.0253,362
0.2694,0.1152,0.2073,0.2123,0.135,0.0925,0.0646,0.0646,0.171,0.0349,363
0.2718,0.0,0.1942,0.1159,0.0131,0.0063,0.0044,0.0044,0.197,0.1422,364
0.4978,0.2242,0.3289,0.3227,0.1988,0.1441,0.1099,0.1099,0.3209,0.2667,365
0.3502,0.0837,0.1751,0.2117,0.1065,0.0641,0.0379,0.0379,0.1577,0.15,366
0.4809,0.232,0.3388,0.3388,0.2121,0.1446,0.1007,0.1007,0.2767,0.34,367
0.3459,0.0611,0.2256,0.131,0.0126,0.0058,0.0039,0.0039,0.189,0.1571,368
0.4245,0.2174,0.3309,0.1953,0.1375,0.1026,0.0773,0.0773,0.236,0.2257,369
0.4776,0.191,0.3284,0.3607,0.2043,0.1146,0.0608,0.0608,0.2957,0.2802,370
0.3158,0.071,0.2222,0.237,0.0719,0.0179,0.009,0.009,0.1503,0.0151,371
0.3537,0.0988,0.2195,0.2651,0.1137,0.0542,0.0211,0.0211,0.1902,0.2614,372
0.5479,0.3194,0.4247,0.381,0.2874,0.223,0.1693,0.1693,0.5269,0.4104,373
0.1667,0.0,0.1111,0.0723,0.0094,0.0048,0.0034,0.0034,0.1068,0.0067,374
0.5109,0.2308,0.3804,0.3871,0.2595,0.1809,0.1185,0.1185,0.31,0.3236,375
0.4554,0.21,0.2574,0.3203,0.2067,0.1272,0.0796,0.0796,0.2315,0.1031,376
0.3077,0.1217,0.2222,0.1279,0.0549,0.0153,0.0081,0.0081,0.2243,0.3085,377
0.3333,0.1446,0.25,0.3198,0.1959,0.1326,0.0732,0.0732,0.2106,0.1418,378
0.3537,0.1605,0.2561,0.2562,0.165,0.0993,0.0587,0.0587,0.2097,0.1124,379
0.4154,0.2344,0.3692,0.2,0.1232,0.0836,0.0525,0.0525,0.3548,0.2914,380
0.385,0.1801,0.2629,0.2922,0.1872,0.1483,0.1211,0.1211,0.2497,0.1448,381
0.4444,0.1549,0.3056,0.321,0.1676,0.1022,0.0342,0.0342,0.2995,0.3094,382
0.4105,0.1322,0.2707,0.2601,0.1241,0.0468,0.0162,0.0162,0.1923,0.28,383
0.5055,0.2111,0.3407,0.4333,0.2516,0.1792,0.1349,0.1349,0.3411,0.252,384
0.5,0.2078,0.2308,0.3258,0.1721,0.0698,0.0251,0.0251,0.3158,0.3051,385
0.3714,0.2029,0.3286,0.2532,0.1395,0.0797,0.0508,0.0508,0.2873,0.3198,386
0.3558,0.1366,0.2699,0.2558,0.1552,0.0659,0.0242,0.0242,0.2457,0.2308,387
0.365,0.0741,0.219,0.2338,0.0555,0.016,0.0086,0.0086,0.1959,0.2333,388
0.479,0.1212,0.2874,0.2947,0.1372,0.0587,0.0217,0.0217,0.3094,0.2464,389
0.3642,0.1733,0.2914,0.1176,0.0777,0.0549,0.0423,0.0423,0.195,0.2035,390
0.4262,0.1657,0.2732,0.3409,0.1771,0.09,0.0304,0.0304,0.2611,0.1567,391
0.498,0.1728,0.2694,0.2496,0.1311,0.0843,0.057,0.057,0.2534,0.2781,392
0.4103,0.1039,0.1923,0.2706,0.0983,0.0488,0.0194,0.0194,0.2061,0.1188,393
0.3814,0.1197,0.2797,0.1788,0.0711,0.0307,0.0114,0.0114,0.1622,0.1993,394
0.4407,0.1624,0.3051,0.3028,0.1344,0.0515,0.0179,0.0179,0.2598,0.2859,395
0.3506,0.1316,0.2208,0.2405,0.1242,0.0585,0.0227,0.0227,0.2035,0.1818,396
0.359,0.0622,0.2154,0.1803,0.0387,0.0108,0.0057,0.0057,0.1107,0.1364,397
0.3407,0.1203,0.237,0.2222,0.1054,0.0655,0.0245,0.0245,0.2451,0.144,398
0.4173,0.2336,0.3597,0.2706,0.1882,0.1506,0.1201,0.1201,0.3887,0.238,399
0.3487,0.1554,0.1846,0.2539,0.1601,0.106,0.0688,0.0688,0.2163,0.026,400
0.4146,0.1358,0.2561,0.2967,0.1519,0.1012,0.0697,0.0697,0.2501,0.2659,401
0.4167,0.1127,0.3056,0.2758,0.139,0.0819,0.0531,0.0531,0.1857,0.1533,402
0.2797,0.0284,0.1399,0.1628,0.0438,0.0132,0.0072,0.0072,0.1493,0.1551,403
0.3265,0.107,0.2286,0.1864,0.0968,0.0181,0.0079,0.0079,0.163,0.0666,404
0.3134,0.1364,0.2388,0.2048,0.1224,0.0718,0.0261,0.0261,0.2193,0.1853,405
0.2905,0.0678,0.1676,0.2402,0.1263,0.0813,0.0591,0.0591,0.1988,0.0501,406
0.2293,0.0387,0.1019,0.1687,0.0641,0.0172,0.0089,0.0089,0.1223,0.0844,407
0.3695,0.1619,0.2651,0.1997,0.1358,0.0989,0.0581,0.0581,0.1925,0.2096,408
0.42,0.1717,0.28,0.2811,0.166,0.111,0.0801,0.0801,0.2115,0.2104,409
0.378,0.144,0.2677,0.2159,0.122,0.0702,0.0449,0.0449,0.3486,0.1598,410
0.4875,0.2911,0.4125,0.3659,0.2603,0.1892,0.1439,0.1439,0.3423,0.2729,411
0.5026,0.127,0.2827,0.3447,0.147,0.0922,0.0616,0.0616,0.2815,0.2682,412
0.3312,0.1161,0.242,0.2198,0.1105,0.0516,0.0199,0.0199,0.2665,0.1629,413
0.4068,0.2057,0.3051,0.3105,0.213,0.1458,0.1018,0.1018,0.2187,0.2132,414
0.4605,0.2133,0.3947,0.3034,0.1761,0.1023,0.0594,0.0594,0.3748,0.315,415
0.4266,0.1408,0.2587,0.1632,0.0878,0.0472,0.0245,0.0245,0.1649,0.2208,416
0.4479,0.2257,0.3475,0.298,0.2002,0.1418,0.1028,0.1028,0.2366,0.315,417
0.3114,0.1045,0.2076,0.0847,0.0408,0.0255,0.017,0.017,0.1282,0.1387,418
0.3743,0.1081,0.2674,0.2369,0.1218,0.0777,0.0473,0.0473,0.188,0.2301,419
0.4199,0.1453,0.2983,0.3298,0.1786,0.1344,0.1075,0.1075,0.2599,0.1954,420
0.5279,0.1641,0.2741,0.3878,0.2163,0.1335,0.0836,0.0836,0.3013,0.2469,421
0.4552,0.2238,0.3034,0.2826,0.1762,0.1199,0.0873,0.0873,0.3893,0.2261,422
0.3778,0.0787,0.2222,0.2559,0.1051,0.0229,0.0108,0.0108,0.1882,0.1624,423
0.4649,0.1749,0.3027,0.3256,0.1825,0.1047,0.034,0.034,0.2644,0.3459,424
0.352,0.0813,0.192,0.1744,0.0143,0.0063,0.0041,0.0041,0.2472,0.232,425
0.475,0.2152,0.35,0.3333,0.212,0.1367,0.0736,0.0736,0.3158,0.3511,426
0.2613,0.1117,0.1508,0.1548,0.0756,0.0175,0.0084,0.0084,0.1427,0.1151,427
0.3755,0.1975,0.2939,0.1912,0.1325,0.1056,0.0886,0.0886,0.1937,0.1928,428
0.5096,0.2581,0.3439,0.3052,0.2337,0.1584,0.0995,0.0995,0.2787,0.4104,429
0.2137,0.0,0.1221,0.1279,0.0123,0.0056,0.0038,0.0038,0.1531,-0.1534,430
0.3776,0.1702,0.2797,0.1928,0.084,0.0443,0.0182,0.0182,0.196,0.2553,431
0.2676,0.0571,0.169,0.2134,0.0962,0.0239,0.0119,0.0119,0.1428,0.0529,432
0.3514,0.1233,0.2432,0.2386,0.1386,0.0875,0.0298,0.0298,0.2859,0.2698,433
0.3689,0.1303,0.2524,0.1972,0.1166,0.0833,0.0631,0.0631,0.2175,0.0243,434
0.1622,0.1101,0.1622,0.0833,0.0549,0.0154,0.0082,0.0082,0.1828,0.0482,435
0.519,0.2436,0.3418,0.372,0.2553,0.1841,0.1148,0.1148,0.3124,0.309,436
0.2385,0.0935,0.1284,0.1098,0.0368,0.0119,0.0068,0.0068,0.2155,0.1829,437
0.3797,0.1154,0.2532,0.2907,0.117,0.0546,0.021,0.021,0.2152,0.2479,438
0.5257,0.1387,0.2743,0.407,0.1957,0.097,0.0576,0.0576,0.2866,0.3465,439
0.2179,0.0779,0.1282,0.1478,0.0882,0.019,0.0089,0.0089,0.074,-0.3955,440
0.3396,0.0892,0.2138,0.2346,0.0766,0.0195,0.0099,0.0099,0.1818,0.1654,441
0.1739,0.0294,0.1449,0.1111,0.0118,0.0056,0.0039,0.0039,0.1111,-0.1556,442
0.1607,0.0182,0.1429,0.0706,0.029,0.01,0.0059,0.0059,0.175,0.0082,443
0.4793,0.1674,0.2488,0.3335,0.1844,0.1105,0.0682,0.0682,0.218,0.207,444
0.3614,0.1098,0.2651,0.2447,0.0725,0.0385,0.0158,0.0158,0.2323,0.2409,445
0.3972,0.2302,0.3404,0.2273,0.1446,0.0991,0.0692,0.0692,0.3132,0.2425,446
0.2632,0.0714,0.193,0.15,0.0755,0.0418,0.0175,0.0175,0.1714,-0.0677,447
0.4941,0.2143,0.3176,0.3976,0.2309,0.0404,0.0169,0.0169,0.2693,0.337,448
0.4246,0.1243,0.2235,0.3049,0.1372,0.0617,0.0234,0.0234,0.2423,0.0858,449
0.3125,0.0632,0.2083,0.2187,0.0679,0.017,0.0085,0.0085,0.1876,0.0596,450
0.6788,0.454,0.5697,0.5281,0.4243,0.3459,0.2757,0.2757,0.5759,0.5616,451
0.4674,0.1648,0.25,0.3832,0.2132,0.1257,0.0385,0.0385,0.3282,0.3203,452
0.4279,0.1709,0.3284,0.2983,0.1707,0.1224,0.0956,0.0956,0.2305,0.2211,453
0.3143,0.0288,0.1524,0.2474,0.0632,0.0148,0.0072,0.0072,0.1565,0.0146,454
0.4348,0.1667,0.3043,0.2735,0.147,0.0896,0.0558,0.0558,0.2093,0.25,455
0.3961,0.1366,0.2899,0.2274,0.1023,0.0201,0.009,0.009,0.1749,0.2239,456
0.4636,0.1468,0.2273,0.3061,0.1635,0.0864,0.0269,0.0269,0.2719,0.1955,457
0.3524,0.1538,0.2476,0.171,0.1068,0.0728,0.057,0.057,0.1819,0.1341,458
0.4314,0.106,0.3268,0.275,0.1022,0.0237,0.0115,0.0115,0.231,0.3363,459
0.3014,0.1198,0.2374,0.0733,0.0473,0.0338,0.0253,0.0253,0.1283,-0.0717,460
0.4286,0.1649,0.3061,0.2107,0.1225,0.0954,0.0786,0.0786,0.2006,0.2237,461
0.5217,0.2767,0.4472,0.3976,0.2954,0.228,0.1911,0.1911,0.4445,0.3501,462
0.4744,0.2208,0.2692,0.2874,0.1529,0.0819,0.0285,0.0285,0.3335,0.2725,463
0.3852,0.0752,0.2074,0.2529,0.1085,0.0517,0.0201,0.0201,0.3455,0.2985,464
0.382,0.1364,0.236,0.3077,0.1547,0.0813,0.0497,0.0497,0.2087,0.0447,465
0.4828,0.2098,0.3034,0.2644,0.1467,0.0797,0.0279,0.0279,0.369,0.2745,466
0.4186,0.1417,0.2636,0.2917,0.1433,0.0837,0.0304,0.0304,0.3174,0.3312,467
0.3313,0.0621,0.1472,0.1818,0.0647,0.0169,0.0087,0.0087,0.1721,0.0234,468
0.5157,0.2293,0.2767,0.3368,0.1893,0.0338,0.0143,0.0143,0.3813,0.3582,469
0.4809,0.2077,0.3359,0.2423,0.1492,0.0772,0.0394,0.0394,0.2286,0.3424,470
0.4072,0.1212,0.2635,0.3034,0.1661,0.0983,0.0324,0.0324,0.1876,0.239,471
0.4431,0.1939,0.3593,0.3626,0.2108,0.1184,0.0804,0.0804,0.3025,0.3122,472
0.5851,0.3011,0.4574,0.5104,0.3515,0.2702,0.2198,0.2198,0.4792,0.4038,473
0.3394,0.0982,0.1818,0.2471,0.1085,0.0521,0.0204,0.0204,0.1856,0.1195,474
0.5106,0.1935,0.3936,0.3586,0.1883,0.1164,0.0772,0.0772,0.3182,0.3361,475
0.4393,0.1792,0.3084,0.3718,0.2105,0.1487,0.1166,0.1166,0.3176,0.2309,476
0.2814,0.0609,0.1608,0.2376,0.0976,0.0459,0.0177,0.0177,0.1547,0.0758,477
0.2958,0.0571,0.1408,0.1279,0.0123,0.0056,0.0038,0.0038,0.1423,0.1241,478
0.3467,0.1081,0.24,0.2043,0.0942,0.046,0.0181,0.0181,0.2252,0.2497,479
0.1561,0.0296,0.1268,0.0594,0.0057,0.0026,0.0018,0.0018,0.0559,-0.1679,480
0.6702,0.4339,0.555,0.5895,0.4685,0.3786,0.3067,0.3067,0.5141,0.5177,481
0.3942,0.1778,0.3212,0.2262,0.1477,0.0927,0.056,0.056,0.3407,0.3029,482
0.4932,0.2917,0.3562,0.3704,0.2805,0.1997,0.1422,0.1422,0.3283,0.2623,483
0.4353,0.1905,0.3176,0.3214,0.1968,0.0981,0.0329,0.0329,0.2797,0.358,484
0.2712,0.0862,0.2203,0.1205,0.0383,0.0122,0.0069,0.0069,0.2263,0.1251,485
0.4085,0.1857,0.2394,0.2222,0.1322,0.0583,0.0219,0.0219,0.3069,0.2178,486
0.4084,0.1376,0.2618,0.3196,0.1527,0.0994,0.0676,0.0676,0.2785,0.2507,487
0.2,0.0678,0.15,0.0989,0.0105,0.005,0.0034,0.0034,0.2076,0.0978,488
0.3862,0.0559,0.1931,0.2973,0.0202,0.0083,0.0053,0.0053,0.1846,0.2314,489
0.4045,0.1477,0.2584,0.2556,0.1418,0.0882,0.053,0.053,0.2607,0.1319,490
0.3569,0.1723,0.2379,0.0997,0.0522,0.0247,0.0081,0.0081,0.1477,0.1301,491
0.3621,0.1404,0.2414,0.2125,0.0898,0.0218,0.0108,0.0108,0.2429,0.2609,492
0.4167,0.1368,0.2812,0.3554,0.2178,0.158,0.12,0.12,0.2565,0.2544,493
0.5935,0.2222,0.3871,0.4205,0.2198,0.131,0.0853,0.0853,0.4374,0.3652,494
0.3924,0.1026,0.2532,0.2414,0.1061,0.0237,0.0112,0.0112,0.1672,0.1626,495
0.4245,0.1522,0.2158,0.1818,0.0955,0.0487,0.0265,0.0265,0.1705,0.2457,496
0.5587,0.2147,0.4134,0.4318,0.2441,0.1404,0.0899,0.0899,0.3564,0.3747,497
0.3348,0.0711,0.2115,0.1688,0.0654,0.014,0.0065,0.0065,0.1246,0.001,498
0.4068,0.0914,0.2147,0.3064,0.1166,0.0248,0.0115,0.0115,0.1895,0.2344,499
0.3382,0.1194,0.2206,0.1625,0.0786,0.0429,0.0179,0.0179,0.2106,0.253,500
0.3281,0.1746,0.2812,0.1899,0.1357,0.0881,0.0645,0.0645,0.1938,-0.0281,501
0.64,0.3535,0.51,0.459,0.3231,0.2621,0.2183,0.2183,0.4109,0.4965,502
0.347,0.0922,0.21,0.2609,0.1227,0.0501,0.018,0.018,0.1702,0.1878,503
0.1617,0.0343,0.1191,0.0689,0.0358,0.0182,0.0073,0.0073,0.0808,-0.2748,504
0.2642,0.0255,0.1258,0.1882,0.015,0.0065,0.0043,0.0043,0.1163,-0.007,505
0.3095,0.122,0.1429,0.15,0.0873,0.0236,0.0123,0.0123,0.3096,0.303,506
0.3931,0.1287,0.2775,0.2809,0.1384,0.0761,0.0267,0.0267,0.2776,0.2639,507
0.432,0.1935,0.312,0.2062,0.1328,0.0951,0.0613,0.0613,0.204,0.2647,508
0.1967,0.0,0.0984,0.1,0.0113,0.0055,0.0038,0.0038,0.1393,0.0146,509
0.4088,0.1185,0.2628,0.2159,0.0996,0.0226,0.0108,0.0108,0.239,0.2327,510
0.331,0.1399,0.2345,0.2317,0.1605,0.1088,0.0635,0.0635,0.2454,0.2636,511
0.4921,0.264,0.3889,0.2335,0.1574,0.1065,0.0739,0.0739,0.26,0.3261,512
0.4267,0.0946,0.2267,0.2911,0.0611,0.0169,0.0089,0.0089,0.261,0.2273,513
0.473,0.1644,0.3108,0.2683,0.141,0.0629,0.0237,0.0237,0.2872,0.3897,514
0.5638,0.2796,0.3511,0.3915,0.2556,0.1838,0.1276,0.1276,0.2974,0.4272,515
0.5464,0.2652,0.4153,0.4421,0.3022,0.204,0.1414,0.1414,0.393,0.4165,516
0.3146,0.1057,0.2622,0.1264,0.0724,0.0493,0.0369,0.0369,0.1433,0.1488,517
0.5521,0.2857,0.4294,0.4105,0.2725,0.1686,0.1201,0.1201,0.4264,0.3837,518
0.4,0.1905,0.3059,0.3208,0.2162,0.1685,0.1402,0.1402,0.2235,0.1715,519
0.3503,0.1143,0.1808,0.3333,0.1969,0.077,0.0271,0.0271,0.2411,0.1274,520
0.4495,0.1667,0.2936,0.244,0.1047,0.055,0.0336,0.0336,0.2388,0.2295,521
0.4689,0.1643,0.2967,0.3664,0.1561,0.0776,0.0259,0.0259,0.2222,0.354,522
0.3077,0.0781,0.2615,0.2073,0.0715,0.0186,0.0095,0.0095,0.2422,0.2898,523
0.3436,0.1615,0.2822,0.284,0.1787,0.1344,0.1056,0.1056,0.2616,0.0979,524
0.3743,0.0757,0.2032,0.2768,0.0744,0.0178,0.0087,0.0087,0.2067,0.0335,525
0.4124,0.1592,0.2818,0.1359,0.078,0.0491,0.0297,0.0297,0.1783,0.2016,526
0.4828,0.2209,0.2874,0.4091,0.2566,0.1662,0.0482,0.0482,0.3262,0.301,527
0.4821,0.2383,0.3385,0.373,0.2618,0.2059,0.1568,0.1568,0.3424,0.2786,528
0.4507,0.1844,0.2746,0.2357,0.1455,0.0917,0.0516,0.0516,0.2412,0.171,529
0.4817,0.127,0.2932,0.375,0.1662,0.0665,0.0237,0.0237,0.2685,0.2704,530
0.3624,0.1224,0.2282,0.2838,0.1247,0.06,0.0235,0.0235,0.2553,0.1367,531
0.4156,0.1711,0.3247,0.2927,0.1472,0.0647,0.0242,0.0242,0.2993,0.2569,532
0.4,0.1272,0.2629,0.3389,0.1761,0.0896,0.0539,0.0539,0.2189,0.1775,533
0.2,0.1296,0.2,0.0898,0.0688,0.0504,0.0365,0.0365,0.1003,-0.1993,534
0.4459,0.1419,0.242,0.3247,0.1462,0.0658,0.0249,0.0249,0.2582,0.2193,535
0.3333,0.0845,0.2222,0.25,0.1227,0.0568,0.0218,0.0218,0.2624,0.1256,536
0.5,0.2086,0.3429,0.2505,0.1467,0.0994,0.069,0.069,0.2335,0.2676,537
0.3969,0.1412,0.249,0.1782,0.0932,0.0599,0.0383,0.0383,0.1586,0.1249,538
